,question,id,answer,count,cluster,sentiment,corrected
1192,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,устойчивое развитие,1.0,устойчивое развитие,positives,
1193,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,финансы,1.0,финансы,neutrals,
1194,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,форум энергия,1.0,форум энергия,neutrals,
1195,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,цифровизация,1.0,цифровизация,neutrals,
1196,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,экологичные,1.0,экология,positives,
1197,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,24521.0,экология,2.0,экология,neutrals,
1198,Как вы понимаете определение корпоративная культура?,24599.0,баланс,1.0,баланс,positives,
1199,Как вы понимаете определение корпоративная культура?,24599.0,бережное отношение,1.0,бережное отношение,positives,
1200,Как вы понимаете определение корпоративная культура?,24599.0,взаимовежливость,1.0,взаимовежливость,positives,
1201,Как вы понимаете определение корпоративная культура?,24599.0,взаимоуважение,1.0,взаимоуважение,positives,
1202,Как вы понимаете определение корпоративная культура?,24599.0,уважение,2.0,взаимоуважение,positives,
1203,Как вы понимаете определение корпоративная культура?,24599.0,грамотная речь,1.0,грамотная речь,positives,
1204,Как вы понимаете определение корпоративная культура?,24599.0,грамотное общение,1.0,грамотное общение,positives,
1205,Как вы понимаете определение корпоративная культура?,24599.0,умение культурно общаться,1.0,культура общения,positives,
1206,Как вы понимаете определение корпоративная культура?,24599.0,дисциплин,1.0,дисциплина,neutrals,дисциплина
1207,Как вы понимаете определение корпоративная культура?,24599.0,единая миссия,1.0,единая миссия,neutrals,
1208,Как вы понимаете определение корпоративная культура?,24599.0,компания и сотрудники,1.0,компания и сотрудники,neutrals,
1209,Как вы понимаете определение корпоративная культура?,24599.0,культура в общение сотрудников,1.0,культура общения,neutrals,культура в общении сотрудников
1210,Как вы понимаете определение корпоративная культура?,24599.0,культура общения,1.0,культура общения,neutrals,
1211,Как вы понимаете определение корпоративная культура?,24599.0,отношения сотрудников,1.0,отношения сотрудников,neutrals,
1212,Как вы понимаете определение корпоративная культура?,24599.0,культура отношения в едином ст,1.0,культура отношения в едином ст,neutrals,
1213,Как вы понимаете определение корпоративная культура?,24599.0,культурное поведение в обще,1.0,поведение в коллективе,positives,культурное поведение в обществе
1214,Как вы понимаете определение корпоративная культура?,24599.0,правила поведения в обществе,1.0,нормы поведения,neutrals,
1215,Как вы понимаете определение корпоративная культура?,24599.0,культурные особенности орг-ии,1.0,культурные особенности организации,positives,культурные особенности организации
1216,Как вы понимаете определение корпоративная культура?,24599.0,модели взаимодействия,1.0,модели взаимодействия,neutrals,
1217,Как вы понимаете определение корпоративная культура?,24599.0,настроенность на результат,1.0,настроенность на результат,positives,
1218,Как вы понимаете определение корпоративная культура?,24599.0,норма поведения в организации,1.0,нормы поведения,neutrals,
1219,Как вы понимаете определение корпоративная культура?,24599.0,нормы и образцы поведения,1.0,нормы поведения,neutrals,
1220,Как вы понимаете определение корпоративная культура?,24599.0,нормы поведения,1.0,нормы поведения,neutrals,
1221,Как вы понимаете определение корпоративная культура?,24599.0,поведение в коллектив,1.0,поведение в коллективе,neutrals,поведение в коллективе
1222,Как вы понимаете определение корпоративная культура?,24599.0,поведение в коллективе,1.0,поведение в коллективе,neutrals,
1223,Как вы понимаете определение корпоративная культура?,24599.0,правила,1.0,правила,neutrals,
1224,Как вы понимаете определение корпоративная культура?,24599.0,свои правила,1.0,правила,neutrals,
1225,Как вы понимаете определение корпоративная культура?,24599.0,общая идея,1.0,общая идея,neutrals,
1226,Как вы понимаете определение корпоративная культура?,24599.0,общая цель,1.0,общая цель,neutrals,
1227,Как вы понимаете определение корпоративная культура?,24599.0,общение,1.0,общение,neutrals,
1228,Как вы понимаете определение корпоративная культура?,24599.0,объединение,1.0,сплоченность,neutrals,
1229,Как вы понимаете определение корпоративная культура?,24599.0,сплоченность,3.0,сплоченность,positives,
1230,Как вы понимаете определение корпоративная культура?,24599.0,поведение компании,1.0,поведение компании,neutrals,
1231,Как вы понимаете определение корпоративная культура?,24599.0,понимание,1.0,понимание,positives,
1232,Как вы понимаете определение корпоративная культура?,24599.0,распорядок,1.0,распорядок,neutrals,
1233,Как вы понимаете определение корпоративная культура?,24599.0,слаженность,1.0,слаженность,positives,
1234,Как вы понимаете определение корпоративная культура?,24599.0,умение общаться в коллективом,1.0,умение общаться с коллективом,positives,умение общаться с коллективом
1235,Как вы понимаете определение корпоративная культура?,24599.0,уметь слушать,1.0,уметь слушать,neutrals,
1236,Как вы понимаете определение корпоративная культура?,24599.0,это потенциал его раскрытие,1.0,это потенциал его раскрытия,neutrals,это потенциал его раскрытия
1237,Как вы понимаете определение корпоративная культура?,24599.0,это семья,1.0,это семья,neutrals,
1238,Какая мысль вызвала наибольший интерес?,24600.0,4 триллиона ₽,1.0,4 трлн рублей,neutrals,4 триллиона
1239,Какая мысль вызвала наибольший интерес?,24600.0,4 трл рублей,1.0,4 трлн рублей,neutrals,4 трлн рублей
1240,Какая мысль вызвала наибольший интерес?,24600.0,бережное отношение к друг друг,1.0,бережное отношение друг к другу,positives,бережное отношение друг к другу
1241,Какая мысль вызвала наибольший интерес?,24600.0,быть целеустремлённым,1.0,быть целеустремлённым,neutrals,
1242,Какая мысль вызвала наибольший интерес?,24600.0,видение 2030,1.0,видение 2030,neutrals,
1243,Какая мысль вызвала наибольший интерес?,24600.0,заглянуть за горизонт 🌄,1.0,заглянуть за горизонт,neutrals,заглянуть за горизонт
1244,Какая мысль вызвала наибольший интерес?,24600.0,кадровый рост молодёжи,1.0,кадровый рост молодёжи,positives,
1245,Какая мысль вызвала наибольший интерес?,24600.0,категория работника,1.0,категория работника,neutrals,
1246,Какая мысль вызвала наибольший интерес?,24600.0,кба,2.0,кба,neutrals,
1247,Какая мысль вызвала наибольший интерес?,24600.0,клиентоцентричность,1.0,клиентоцентричность,neutrals,
1248,Какая мысль вызвала наибольший интерес?,24600.0,клиенты платят нам зарплату,1.0,клиенты платят нам зарплату,neutrals,
1249,Какая мысль вызвала наибольший интерес?,24600.0,корпоративная культура,1.0,корпоративная культура,neutrals,
1250,Какая мысль вызвала наибольший интерес?,24600.0,лидер 5:0,1.0,лидер 5 0,neutrals,лидер 5 0
1251,Какая мысль вызвала наибольший интерес?,24600.0,лидер ищет возможности,1.0,лидер ищет возможности,neutrals,
1252,Какая мысль вызвала наибольший интерес?,24600.0,лучше чем вчера,1.0,лучше чем вчера,positives,
1253,Какая мысль вызвала наибольший интерес?,24600.0,люди бизнес технологии,2.0,люди бизнес технологии,neutrals,
1254,Какая мысль вызвала наибольший интерес?,24600.0,молодежка,1.0,о молодежном движении,neutrals,
1255,Какая мысль вызвала наибольший интерес?,24600.0,молодежное движение,1.0,о молодежном движении,neutrals,
1256,Какая мысль вызвала наибольший интерес?,24600.0,о молодежном движении,1.0,о молодежном движении,neutrals,
1257,Какая мысль вызвала наибольший интерес?,24600.0,мы❤️клиентов,1.0,мы клиентов,neutrals,мы клиентов
1258,Какая мысль вызвала наибольший интерес?,24600.0,на шаг впереди,1.0,на шаг впереди,positives,
1259,Какая мысль вызвала наибольший интерес?,24600.0,носители культуры-люди,1.0,носители культуры люди,neutrals,носители культуры люди
1260,Какая мысль вызвала наибольший интерес?,24600.0,поддержка в коллективе,1.0,поддержка в коллективе,positives,
1261,Какая мысль вызвала наибольший интерес?,24600.0,позитив,1.0,позитив,positives,
1262,Какая мысль вызвала наибольший интерес?,24600.0,получение новых знаний,1.0,получение новых знаний,positives,
1263,Какая мысль вызвала наибольший интерес?,24600.0,работа - вторая семья,1.0,работа вторая семья,neutrals,работа вторая семья
1264,Какая мысль вызвала наибольший интерес?,24600.0,работа-это семья,1.0,работа вторая семья,neutrals,работа это семья
1265,Какая мысль вызвала наибольший интерес?,24600.0,развитие,2.0,развитие,positives,
1266,Какая мысль вызвала наибольший интерес?,24600.0,развитие компании,2.0,развитие,positives,
1267,Какая мысль вызвала наибольший интерес?,24600.0,развитие личности,1.0,развитие,positives,
1268,Какая мысль вызвала наибольший интерес?,24600.0,росатом лидер лидеров,1.0,росатом лидер лидеров,positives,
1269,Какая мысль вызвала наибольший интерес?,24600.0,цель-куда идём?,1.0,цель куда идём,neutrals,цель куда идём
1270,Какая мысль вызвала наибольший интерес?,24600.0,ценности,1.0,ценности,neutrals,
1271,Какая мысль вызвала наибольший интерес?,24600.0,энергетика лидеров 5.0,1.0,лидер 5 0,neutrals,энергетика лидеров 5 0
1272,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,единая,1.0,единая,context sentiment,
1273,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,инициатива,1.0,инициатива,context sentiment,
1274,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,невключенная,1.0,невключенная,context sentiment,
1275,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,образованная,1.0,образованная,context sentiment,
1276,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,революционность,1.0,революционность,context sentiment,
1277,Каким словом можно описать состояние молодежи вашего предприятия сегодня?,24621.0,яркость,1.0,яркость,context sentiment,
1278,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,"""все лучше чем мы ожидали""",1.0,все лучше чем мы ожидали,positives,все лучше чем мы ожидали
1279,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,1- строительство бн1200,1.0,реактор на быстрых нейтронах 1200,neutrals,1 строительство бн1200
1280,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,бн1200,1.0,реактор на быстрых нейтронах 1200,neutrals,
1281,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,бн-1200,2.0,реактор на быстрых нейтронах 1200,neutrals,реактор на быстрых нейтронах 1200
1282,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,строительство бн-1200,1.0,реактор на быстрых нейтронах 1200,neutrals,строительство реактор на быстрых нейтронах 1200
1283,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,2- присоединение зап.аэс,1.0,2 присоединение зап аэс,neutrals,2 присоединение зап аэс
1284,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,3- развитие потен-ла молодежи,1.0,3 развитие потенциала молодежи,positives,3 развитие потенциала молодежи
1285,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,раскрытие потенциала человека,2.0,раскрытие потенциала человека,positives,
1286,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,баэс,1.0,баэс,neutrals,
1287,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,безопасность,9.0,безопасность,positives,
1288,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,безопасность,1.0,безопасность,positives,
1289,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,видение 2030,1.0,видение 2030,neutrals,
1290,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,достижение видения 2030,1.0,видение 2030,positives,
1291,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,внимание к молодежи,1.0,внимание к молодежи,neutrals,
1292,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,выполнение планов,1.0,выполнение планов,neutrals,
1293,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,единство,1.0,объединение,positives,
1294,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,объединение,1.0,объединение,neutrals,
1295,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,заинтересованность в каждом,1.0,заинтересованность в каждом,positives,
1296,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,запорожская аэс,1.0,запорожская аэс,neutrals,
1297,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,зил под,1.0,зил под,neutrals,
1298,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,кбп,1.0,кбп,neutrals,
1299,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,команда,1.0,команда,neutrals,
1300,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,культура безопасности,7.0,безопасность,positives,
1301,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,причастность к безопасности,1.0,безопасность,neutrals,
1302,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,лидерство в стране и мире,1.0,лидерство в стране и мире,positives,
1303,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,лидер изменений,1.0,лидер изменений,neutrals,
1304,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,люди и города,3.0,люди и города,neutrals,
1305,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,мобилизация,2.0,мобилизация,neutrals,
1306,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,новые возможности,1.0,новые возможности,positives,
1307,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,охрана труда,1.0,охрана труда,neutrals,
1308,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,подорожание жилья,1.0,подорожание жилья,neutrals,
1309,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,помощь,1.0,помощь,positives,
1310,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,потенциал - человек,1.0,раскрытие потенциала человека,neutrals,потенциал человек
1311,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,развитие,2.0,развитие,positives,
1312,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,развитие иработа над проектами,1.0,развитие и работа над проектами,positives,развитие и работа над проектами
1313,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,расширение кадров,1.0,расширение кадров,neutrals,
1314,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,реализация себя,1.0,реализация себя,positives,
1315,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,севморпуть,1.0,севморпуть,neutrals,
1316,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,семья,1.0,семья,neutrals,
1317,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,стратегия,1.0,стратегия,neutrals,
1318,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,строительство 5 блока,1.0,строительство 5 блока,neutrals,
1319,"Какие главные посылы, актуальные для молодежи, вы услышали на Дне информировании?",24627.0,уверенность в завтрашнем дне,1.0,уверенность в завтрашнем дне,positives,
1320,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,банк контактов,1.0,банк контактов,neutrals,
1321,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,информационная вкладка,1.0,информационная вкладка,neutrals,
1322,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,молодёжный слет,1.0,молодёжный слет,neutrals,
1323,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,новостная рассылка,1.0,новостная рассылка,neutrals,
1324,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,очные горизонтальные встречи,1.0,очные горизонтальные встречи,neutrals,
1325,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,регулярные  онлайн конференции,1.0,регулярные онлайн конференции,neutrals,регулярные онлайн конференции
1326,Какие молодежные инициативы могут быть реализованы для усиления информационного поля Росатома?,24631.0,создание информационного банка,1.0,создание информационного банка,neutrals,
1327,Ключевое слово вчерашнего дня,24682.0,sas,1.0,sas,neutrals,
1328,Ключевое слово вчерашнего дня,24682.0,все о sas,1.0,sas,neutrals,
1329,Ключевое слово вчерашнего дня,24682.0,wow-эффект,1.0,wow эффект,neutrals,wow эффект
1330,Ключевое слово вчерашнего дня,24682.0,акселератор ? а какой продукт?,1.0,акселератор а какой продукт,neutrals,акселератор а какой продукт
1331,Ключевое слово вчерашнего дня,24682.0,введение,1.0,введение,neutrals,
1332,Ключевое слово вчерашнего дня,24682.0,вопросов больше чем ответов,1.0,вопросов больше чем ответов,neutrals,
1333,Ключевое слово вчерашнего дня,24682.0,вопросы,1.0,вопросы,neutrals,
1334,Ключевое слово вчерашнего дня,24682.0,встречи,1.0,встречи,neutrals,
1335,Ключевое слово вчерашнего дня,24682.0,границы,1.0,границы,neutrals,
1336,Ключевое слово вчерашнего дня,24682.0,знакомство,1.0,знакомство,neutrals,
1337,Ключевое слово вчерашнего дня,24682.0,новые контакты,1.0,знакомство,neutrals,
1338,Ключевое слово вчерашнего дня,24682.0,интенсивность,1.0,интенсивность,neutrals,
1339,Ключевое слово вчерашнего дня,24682.0,интерес,1.0,интерес,positives,
1340,Ключевое слово вчерашнего дня,24682.0,команда,1.0,команда,neutrals,
1341,Ключевое слово вчерашнего дня,24682.0,командная работа,1.0,команда,positives,
1342,Ключевое слово вчерашнего дня,24682.0,кто ты?,1.0,кто ты,neutrals,кто ты
1343,Ключевое слово вчерашнего дня,24682.0,много,1.0,много,neutrals,
1344,Ключевое слово вчерашнего дня,24682.0,неожиданность,2.0,неожиданность,neutrals,
1345,Ключевое слово вчерашнего дня,24682.0,неопределённость,1.0,неопределённость,negatives,
1346,Ключевое слово вчерашнего дня,24682.0,озадаченность,1.0,озадаченность,neutrals,
1347,Ключевое слово вчерашнего дня,24682.0,осознанность,2.0,осознанность,positives,
1348,Ключевое слово вчерашнего дня,24682.0,плюрализм мнений,1.0,плюрализм мнений,neutrals,
1349,Ключевое слово вчерашнего дня,24682.0,погружение,1.0,погружение,neutrals,
1350,Ключевое слово вчерашнего дня,24682.0,проблема,1.0,проблема,negatives,
1351,Ключевое слово вчерашнего дня,24682.0,радость,1.0,радость,positives,
1352,Ключевое слово вчерашнего дня,24682.0,развитие,2.0,развитие,positives,
1353,Ключевое слово вчерашнего дня,24682.0,размышление,1.0,размышление,neutrals,
1354,Ключевое слово вчерашнего дня,24682.0,ребёнок,1.0,ребёнок,neutrals,
1355,Ключевое слово вчерашнего дня,24682.0,свобода,1.0,свобода,neutrals,
1356,Ключевое слово вчерашнего дня,24682.0,субъект субъектность,1.0,субъектность,neutrals,
1357,Ключевое слово вчерашнего дня,24682.0,субъектностб,1.0,субъектность,neutrals,субъектность
1358,Ключевое слово вчерашнего дня,24682.0,субъектность,8.0,субъектность,neutrals,
1359,Ключевое слово вчерашнего дня,24682.0,усталость,1.0,усталость,negatives,
1360,Ключевое слово вчерашнего дня,24682.0,ученика,1.0,ученика,neutrals,
1361,Ключевое слово вчерашнего дня,24682.0,учителя,1.0,учителя,neutrals,
1362,Чему бы вы хотели научиться?,24689.0,3d графика,1.0,3d графика,neutrals,
1363,Чему бы вы хотели научиться?,24689.0,3d графике,1.0,3d графика,neutrals,
1364,Чему бы вы хотели научиться?,24689.0,3d моделирование,1.0,3d графика,neutrals,
1365,Чему бы вы хотели научиться?,24689.0,ar,1.0,ar,neutrals,
1366,Чему бы вы хотели научиться?,24689.0,it,1.0,информационные технологии,neutrals,информационные технологии
1367,Чему бы вы хотели научиться?,24689.0,js,1.0,javascript,neutrals,javascript
1368,Чему бы вы хотели научиться?,24689.0,metaverse,1.0,metaverse,neutrals,
1369,Чему бы вы хотели научиться?,24689.0,pr,1.0,pr,neutrals,
1370,Чему бы вы хотели научиться?,24689.0,анализировать людей,1.0,анализировать людей,neutrals,
1371,Чему бы вы хотели научиться?,24689.0,анализировать тренды,1.0,анализировать тренды,neutrals,
1372,Чему бы вы хотели научиться?,24689.0,английский язык,1.0,английский язык,neutrals,
1373,Чему бы вы хотели научиться?,24689.0,владеть несколькими свободно,1.0,владеть несколькими свободно,positives,
1374,Чему бы вы хотели научиться?,24689.0,новому языку,1.0,новому языку,neutrals,
1375,Чему бы вы хотели научиться?,24689.0,свободный английский,1.0,английский язык,neutrals,
1376,Чему бы вы хотели научиться?,24689.0,анимировать,1.0,анимировать,neutrals,
1377,Чему бы вы хотели научиться?,24689.0,антиперфекционизму,1.0,антиперфекционизму,neutrals,
1378,Чему бы вы хотели научиться?,24689.0,бизнес-анализу,1.0,бизнес анализу,neutrals,бизнес анализу
1379,Чему бы вы хотели научиться?,24689.0,большей работоспособности,1.0,большей работоспособности,neutrals,
1380,Чему бы вы хотели научиться?,24689.0,быстрее усваивать информацию,1.0,быстрее усваивать информацию,neutrals,
1381,Чему бы вы хотели научиться?,24689.0,ведение бизнеса,1.0,управлять бизнесом,neutrals,
1382,Чему бы вы хотели научиться?,24689.0,управлять бизнесом,1.0,управлять бизнесом,neutrals,
1383,Чему бы вы хотели научиться?,24689.0,видеомонтаж,1.0,видеомонтаж,neutrals,
1384,Чему бы вы хотели научиться?,24689.0,выступления,1.0,выступления,neutrals,
1385,Чему бы вы хотели научиться?,24689.0,вязание спицами,1.0,вязание спицами,neutrals,
1386,Чему бы вы хотели научиться?,24689.0,вязанию спицами,2.0,вязание спицами,neutrals,
1387,Чему бы вы хотели научиться?,24689.0,готовить,1.0,готовить,neutrals,
1388,Чему бы вы хотели научиться?,24689.0,готовить как боженька,1.0,готовить,positives,
1389,Чему бы вы хотели научиться?,24689.0,готовить и танцевать,1.0,готовить,neutrals,
1390,Чему бы вы хотели научиться?,24689.0,графический web дизайн,1.0,графический web дизайн,neutrals,
1391,Чему бы вы хотели научиться?,24689.0,делать документальное кино,1.0,делать документальное кино,neutrals,
1392,Чему бы вы хотели научиться?,24689.0,делать крутые презы,1.0,делать крутые презентации,positives,делать крутые презентации
1393,Чему бы вы хотели научиться?,24689.0,дизайну,2.0,дизайну,neutrals,
1394,Чему бы вы хотели научиться?,24689.0,договариваться,1.0,договариваться,neutrals,
1395,Чему бы вы хотели научиться?,24689.0,играть на гитаре,1.0,играть на гитаре,neutrals,
1396,Чему бы вы хотели научиться?,24689.0,ии в образовании,1.0,искусственный интеллект в образовании,neutrals,искусственный интеллект в образовании
1397,Чему бы вы хотели научиться?,24689.0,как открыть свой бизнес,1.0,как открыть свой бизнес,neutrals,
1398,Чему бы вы хотели научиться?,24689.0,кататься на велосипеде,1.0,кататься на велосипеде,neutrals,
1399,Чему бы вы хотели научиться?,24689.0,качествам будущего,1.0,качествам будущего,neutrals,
1400,Чему бы вы хотели научиться?,24689.0,командной работе,1.0,командной работе,neutrals,
1401,Чему бы вы хотели научиться?,24689.0,критическое мышление,1.0,критическое мышление,neutrals,
1402,Чему бы вы хотели научиться?,24689.0,ложиться спать в 22.00,1.0,ложиться спать в 22 00,neutrals,ложиться спать в 22 00
1403,Чему бы вы хотели научиться?,24689.0,менеджменту,1.0,менеджменту,neutrals,
1404,Чему бы вы хотели научиться?,24689.0,научиться учиться,2.0,научиться учиться,neutrals,
1405,Чему бы вы хотели научиться?,24689.0,не нервничать,1.0,спокойствию,neutrals,
1406,Чему бы вы хотели научиться?,24689.0,спокойствию,1.0,спокойствию,positives,
1407,Чему бы вы хотели научиться?,24689.0,нетворкинг,1.0,окружение специалистов определенной сферы,positives,окружение специалистов определенной сферы
1408,Чему бы вы хотели научиться?,24689.0,нетворкингу,1.0,окружение специалистов определенной сферы,positives,окружение специалистов определенной сферы
1409,Чему бы вы хотели научиться?,24689.0,"нетворкингу
плаванью
с",1.0,окружение специалистов определенной сферы,positives,окружение специалистов определенной сферы
1410,Чему бы вы хотели научиться?,24689.0,общаться,1.0,общаться,neutrals,
1411,Чему бы вы хотели научиться?,24689.0,ораторство,1.0,ораторству,neutrals,
1412,Чему бы вы хотели научиться?,24689.0,ораторству,2.0,ораторству,neutrals,
1413,Чему бы вы хотели научиться?,24689.0,организация пространства,1.0,организация пространства,neutrals,
1414,Чему бы вы хотели научиться?,24689.0,петь,3.0,петь,neutrals,
1415,Чему бы вы хотели научиться?,24689.0,писать сценарии,1.0,писать сценарии,neutrals,
1416,Чему бы вы хотели научиться?,24689.0,плаванье,1.0,плаванье,neutrals,
1417,Чему бы вы хотели научиться?,24689.0,плаванью,2.0,плаванье,neutrals,
1418,Чему бы вы хотели научиться?,24689.0,плавать,1.0,плаванье,neutrals,
1419,Чему бы вы хотели научиться?,24689.0,принятию других мнений,1.0,принятию других мнений,neutrals,
1420,Чему бы вы хотели научиться?,24689.0,прогнозированию будущего,1.0,прогнозировать будущее,neutrals,
1421,Чему бы вы хотели научиться?,24689.0,прогнозировать будущее,1.0,прогнозировать будущее,neutrals,
1422,Чему бы вы хотели научиться?,24689.0,футорологии,1.0,прогнозировать будущее,neutrals,футурологии
1423,Чему бы вы хотели научиться?,24689.0,продажи,1.0,продажи,neutrals,
1424,Чему бы вы хотели научиться?,24689.0,работе с аудио,1.0,работе с аудио,neutrals,
1425,Чему бы вы хотели научиться?,24689.0,расслабляться,1.0,расслабляться,neutrals,
1426,Чему бы вы хотели научиться?,24689.0,рендерить показы в clo3d,1.0,рендерить показы в clo3d,neutrals,
1427,Чему бы вы хотели научиться?,24689.0,рисовать,2.0,рисовать,neutrals,
1428,Чему бы вы хотели научиться?,24689.0,самооборона,1.0,самообороне,neutrals,
1429,Чему бы вы хотели научиться?,24689.0,самообороне,2.0,самообороне,neutrals,
1430,Чему бы вы хотели научиться?,24689.0,самопрезентации,1.0,самопрезентации,neutrals,
1431,Чему бы вы хотели научиться?,24689.0,скетчить на экране эскизы одеж,1.0,скетчить на экране эскизы одежды,neutrals,скетчить на экране эскизы одежды
1432,Чему бы вы хотели научиться?,24689.0,софт скиллам,2.0,софт умение,neutrals,софт умение
1433,Чему бы вы хотели научиться?,24689.0,способности учиться,1.0,научиться учиться,neutrals,
1434,Чему бы вы хотели научиться?,24689.0,учиться,2.0,научиться учиться,neutrals,
1435,Чему бы вы хотели научиться?,24689.0,стоять на руках,1.0,стоять на руках,neutrals,
1436,Чему бы вы хотели научиться?,24689.0,тайм-менеджмент,1.0,тайм менеджмент,neutrals,тайм менеджмент
