,question,id,answer,count,cluster,sentiment
18163,Ваши ожидания от предстощего мероприятия одним словом,27498.0,вовлеченность,2.0,,
18164,Ваши ожидания от предстощего мероприятия одним словом,27498.0,вовлечённость,1.0,,
18165,Ваши ожидания от предстощего мероприятия одним словом,27498.0,возможности,4.0,,
18166,Ваши ожидания от предстощего мероприятия одним словом,27498.0,восторг,8.0,,
18167,Ваши ожидания от предстощего мероприятия одним словом,27498.0,восхищение,1.0,,
18168,Ваши ожидания от предстощего мероприятия одним словом,27498.0,впечатление,1.0,,
18169,Ваши ожидания от предстощего мероприятия одним словом,27498.0,впечатления,1.0,,
18170,Ваши ожидания от предстощего мероприятия одним словом,27498.0,море впечатлений,1.0,,
18171,Ваши ожидания от предстощего мероприятия одним словом,27498.0,всë!,1.0,,
18172,Ваши ожидания от предстощего мероприятия одним словом,27498.0,все!!!!!!!!!!!!!!!!!!!!!!!!!!!,1.0,,
18173,Ваши ожидания от предстощего мероприятия одним словом,27498.0,все понять!,1.0,,
18174,Ваши ожидания от предстощего мероприятия одним словом,27498.0,встреча,1.0,,
18175,Ваши ожидания от предстощего мероприятия одним словом,27498.0,выяснить,1.0,,
18176,Ваши ожидания от предстощего мероприятия одним словом,27498.0,головушка тяжелее станет,1.0,,
18177,Ваши ожидания от предстощего мероприятия одним словом,27498.0,горизонтальное взаимодействие,1.0,,
18178,Ваши ожидания от предстощего мероприятия одним словом,27498.0,горящие глаза,1.0,,
18179,Ваши ожидания от предстощего мероприятия одним словом,27498.0,движ,1.0,,
18180,Ваши ожидания от предстощего мероприятия одним словом,27498.0,дебюр,1.0,,
18181,Ваши ожидания от предстощего мероприятия одним словом,27498.0,дерзость идей,1.0,,
18182,Ваши ожидания от предстощего мероприятия одним словом,27498.0,драйв,2.0,,
18183,Ваши ожидания от предстощего мероприятия одним словом,27498.0,дружба,2.0,,
18184,Ваши ожидания от предстощего мероприятия одним словом,27498.0,друзья,3.0,,
18185,Ваши ожидания от предстощего мероприятия одним словом,27498.0,единство,3.0,,
18186,Ваши ожидания от предстощего мероприятия одним словом,27498.0,мы вместе,1.0,,
18187,Ваши ожидания от предстощего мероприятия одним словом,27498.0,объединение,1.0,,
18188,Ваши ожидания от предстощего мероприятия одним словом,27498.0,сближение,1.0,,
18189,Ваши ожидания от предстощего мероприятия одним словом,27498.0,синергия,1.0,,
18190,Ваши ожидания от предстощего мероприятия одним словом,27498.0,жду шутки от станислава,1.0,,
18191,Ваши ожидания от предстощего мероприятия одним словом,27498.0,жрат,1.0,,
18192,Ваши ожидания от предстощего мероприятия одним словом,27498.0,завод,1.0,,
18193,Ваши ожидания от предстощего мероприятия одним словом,27498.0,заряд,2.0,,
18194,Ваши ожидания от предстощего мероприятия одним словом,27498.0,зарядиться энергией,2.0,,
18195,Ваши ожидания от предстощего мероприятия одним словом,27498.0,импульс,1.0,,
18196,Ваши ожидания от предстощего мероприятия одним словом,27498.0,знакомства,32.0,,
18197,Ваши ожидания от предстощего мероприятия одним словом,27498.0,знакомство,3.0,,
18198,Ваши ожидания от предстощего мероприятия одним словом,27498.0,контакты,2.0,,
18199,Ваши ожидания от предстощего мероприятия одним словом,27498.0,нетворк,1.0,,
18200,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новые знакомства,10.0,,
18201,Ваши ожидания от предстощего мероприятия одним словом,27498.0,познакомиться,1.0,,
18202,Ваши ожидания от предстощего мероприятия одним словом,27498.0,познакомиться с коллегами,1.0,,
18203,Ваши ожидания от предстощего мероприятия одним словом,27498.0,познакомиться с крутыми людьми,1.0,,
18204,Ваши ожидания от предстощего мероприятия одним словом,27498.0,познакомитьсяслюдьми и веселья,1.0,,
18205,Ваши ожидания от предстощего мероприятия одним словом,27498.0,связи,1.0,,
18206,Ваши ожидания от предстощего мероприятия одним словом,27498.0,связь,1.0,,
18207,Ваши ожидания от предстощего мероприятия одним словом,27498.0,сотняновыхдрузей,1.0,,
18208,Ваши ожидания от предстощего мероприятия одним словом,27498.0,знаний,1.0,,
18209,Ваши ожидания от предстощего мероприятия одним словом,27498.0,знания,19.0,,
18210,Ваши ожидания от предстощего мероприятия одним словом,27498.0,знания!,1.0,,
18211,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новые знания,3.0,,
18212,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новые навыки новые знания,1.0,,
18213,Ваши ожидания от предстощего мероприятия одним словом,27498.0,поумнеть,1.0,,
18214,Ваши ожидания от предстощего мероприятия одним словом,27498.0,узнать,1.0,,
18215,Ваши ожидания от предстощего мероприятия одним словом,27498.0,идеи,3.0,,
18216,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новые идеи,2.0,,
18217,Ваши ожидания от предстощего мероприятия одним словом,27498.0,инсайт,1.0,,
18218,Ваши ожидания от предстощего мероприятия одним словом,27498.0,интерес,1.0,,
18219,Ваши ожидания от предстощего мероприятия одним словом,27498.0,информация,1.0,,
18220,Ваши ожидания от предстощего мероприятия одним словом,27498.0,наполнится полезной информацие,1.0,,
18221,Ваши ожидания от предстощего мероприятия одним словом,27498.0,полезную информацию,1.0,,
18222,Ваши ожидания от предстощего мероприятия одним словом,27498.0,искупаться в море,1.0,,
18223,Ваши ожидания от предстощего мероприятия одним словом,27498.0,итоги года,1.0,,
18224,Ваши ожидания от предстощего мероприятия одним словом,27498.0,картера,1.0,,
18225,Ваши ожидания от предстощего мероприятия одним словом,27498.0,карьера,3.0,,
18226,Ваши ожидания от предстощего мероприятия одним словом,27498.0,команда,3.0,,
18227,Ваши ожидания от предстощего мероприятия одним словом,27498.0,коммуникации,1.0,,
18228,Ваши ожидания от предстощего мероприятия одним словом,27498.0,коммуникаций,1.0,,
18229,Ваши ожидания от предстощего мероприятия одним словом,27498.0,коммуникация,1.0,,
18230,Ваши ожидания от предстощего мероприятия одним словом,27498.0,общение,6.0,,
18231,Ваши ожидания от предстощего мероприятия одним словом,27498.0,крутые люди,1.0,,
18232,Ваши ожидания от предстощего мероприятия одним словом,27498.0,люди,1.0,,
18233,Ваши ожидания от предстощего мероприятия одним словом,27498.0,легенды,1.0,,
18234,Ваши ожидания от предстощего мероприятия одним словом,27498.0,личностный рост,1.0,,
18235,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любовно,1.0,,
18236,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любовь,12.0,,
18237,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любовь!,1.0,,
18238,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любоф,1.0,,
18239,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любоффффь,1.0,,
18240,Ваши ожидания от предстощего мероприятия одним словом,27498.0,любовь и дружба,1.0,,
18241,Ваши ожидания от предстощего мероприятия одним словом,27498.0,люди и города,1.0,,
18242,Ваши ожидания от предстощего мероприятия одним словом,27498.0,магия,1.0,,
18243,Ваши ожидания от предстощего мероприятия одним словом,27498.0,мэээээджик,1.0,,
18244,Ваши ожидания от предстощего мероприятия одним словом,27498.0,масштабное,1.0,,
18245,Ваши ожидания от предстощего мероприятия одним словом,27498.0,море,3.0,,
18246,Ваши ожидания от предстощего мероприятия одним словом,27498.0,мотивация,4.0,,
18247,Ваши ожидания от предстощего мероприятия одним словом,27498.0,мотивирующе,1.0,,
18248,Ваши ожидания от предстощего мероприятия одним словом,27498.0,набраться опыта,1.0,,
18249,Ваши ожидания от предстощего мероприятия одним словом,27498.0,опыт,20.0,,
18250,Ваши ожидания от предстощего мероприятия одним словом,27498.0,навыки,3.0,,
18251,Ваши ожидания от предстощего мероприятия одним словом,27498.0,повышение новыков,1.0,,
18252,Ваши ожидания от предстощего мероприятия одним словом,27498.0,найти себя и свой путь,1.0,,
18253,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новое,3.0,,
18254,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новшества,1.0,,
18255,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новое! интересное! сближающее!,1.0,,
18256,Ваши ожидания от предстощего мероприятия одним словом,27498.0,новые эмоции навыки,1.0,,
18257,Ваши ожидания от предстощего мероприятия одним словом,27498.0,обмен опытом,3.0,,
18258,Ваши ожидания от предстощего мероприятия одним словом,27498.0,огненые  эмоции,1.0,,
18259,Ваши ожидания от предстощего мероприятия одним словом,27498.0,положите э,1.0,,
18260,Ваши ожидания от предстощего мероприятия одним словом,27498.0,ожидаю,1.0,,
18261,Ваши ожидания от предстощего мероприятия одним словом,27498.0,осуществить мечту,1.0,,
18262,Ваши ожидания от предстощего мероприятия одним словом,27498.0,отдых,1.0,,
18263,Ваши ожидания от предстощего мероприятия одним словом,27498.0,почилить,1.0,,
18264,Ваши ожидания от предстощего мероприятия одним словом,27498.0,хорошо отдохнуть,1.0,,
18265,Ваши ожидания от предстощего мероприятия одним словом,27498.0,чил,2.0,,
18266,Ваши ожидания от предстощего мероприятия одним словом,27498.0,открытия,1.0,,
18267,Ваши ожидания от предстощего мероприятия одним словом,27498.0,перспективы,1.0,,
18268,Ваши ожидания от предстощего мероприятия одним словом,27498.0,победа,1.0,,
18269,Ваши ожидания от предстощего мероприятия одним словом,27498.0,успех,7.0,,
18270,Ваши ожидания от предстощего мероприятия одним словом,27498.0,успешность,1.0,,
18271,Ваши ожидания от предстощего мероприятия одним словом,27498.0,победа или смерть,1.0,,
18272,Ваши ожидания от предстощего мероприятия одним словом,27498.0,погружение,1.0,,
18273,Ваши ожидания от предстощего мероприятия одним словом,27498.0,погружение в профессиональност,1.0,,
18274,Ваши ожидания от предстощего мероприятия одним словом,27498.0,позетив,1.0,,
18275,Ваши ожидания от предстощего мероприятия одним словом,27498.0,позитив,1.0,,
18276,Ваши ожидания от предстощего мероприятия одним словом,27498.0,радость,4.0,,
18277,Ваши ожидания от предстощего мероприятия одним словом,27498.0,счастье,3.0,,
18278,Ваши ожидания от предстощего мероприятия одним словом,27498.0,познакомиться ближе с росатомо,1.0,,
18279,Ваши ожидания от предстощего мероприятия одним словом,27498.0,поиск,1.0,,
18280,Ваши ожидания от предстощего мероприятия одним словом,27498.0,полезность,2.0,,
18281,Ваши ожидания от предстощего мероприятия одним словом,27498.0,полезные встречи,1.0,,
18282,Ваши ожидания от предстощего мероприятия одним словом,27498.0,польза,2.0,,
18283,Ваши ожидания от предстощего мероприятия одним словом,27498.0,продуктивная работа,1.0,,
18284,Ваши ожидания от предстощего мероприятия одним словом,27498.0,продуктивно,1.0,,
18285,Ваши ожидания от предстощего мероприятия одним словом,27498.0,продуктивность,2.0,,
18286,Ваши ожидания от предстощего мероприятия одним словом,27498.0,результат,1.0,,
18287,Ваши ожидания от предстощего мероприятия одним словом,27498.0,результативность,1.0,,
18288,Ваши ожидания от предстощего мероприятия одним словом,27498.0,результаты,1.0,,
18289,Ваши ожидания от предстощего мероприятия одним словом,27498.0,эффективность,2.0,,
18290,Ваши ожидания от предстощего мероприятия одним словом,27498.0,проекты,1.0,,
18291,Ваши ожидания от предстощего мероприятия одним словом,27498.0,прокачать скилы,1.0,,
18292,Ваши ожидания от предстощего мероприятия одним словом,27498.0,прокачка,1.0,,
18293,Ваши ожидания от предстощего мероприятия одним словом,27498.0,прорыв,2.0,,
18294,Ваши ожидания от предстощего мероприятия одним словом,27498.0,развитие,20.0,,
18295,Ваши ожидания от предстощего мероприятия одним словом,27498.0,развитие и рост,1.0,,
18296,Ваши ожидания от предстощего мероприятия одним словом,27498.0,рост,2.0,,
18297,Ваши ожидания от предстощего мероприятия одним словом,27498.0,профессионализм,1.0,,
18298,Ваши ожидания от предстощего мероприятия одним словом,27498.0,профориентация,2.0,,
18299,Ваши ожидания от предстощего мероприятия одним словом,27498.0,работа,3.0,,
18300,Ваши ожидания от предстощего мероприятия одним словом,27498.0,работать,1.0,,
18301,Ваши ожидания от предстощего мероприятия одним словом,27498.0,разрыв,1.0,,
18302,Ваши ожидания от предстощего мероприятия одним словом,27498.0,росатом сила!!!,1.0,,
18303,Ваши ожидания от предстощего мероприятия одним словом,27498.0,сотрудничество,1.0,,
18304,Ваши ожидания от предстощего мероприятия одним словом,27498.0,сделать что-то полезное,1.0,,
18305,Ваши ожидания от предстощего мероприятия одним словом,27498.0,теплая погода,1.0,,
18306,Ваши ожидания от предстощего мероприятия одним словом,27498.0,семья,1.0,,
18307,Ваши ожидания от предстощего мероприятия одним словом,27498.0,трудоустройство,1.0,,
18308,Ваши ожидания от предстощего мероприятия одним словом,27498.0,трудоустройство!!!,1.0,,
18309,Ваши ожидания от предстощего мероприятия одним словом,27498.0,чтовозьметенаработувросатом,1.0,,
18310,Ваши ожидания от предстощего мероприятия одним словом,27498.0,совет юниоров топ,1.0,,
18311,Ваши ожидания от предстощего мероприятия одним словом,27498.0,трэш,1.0,,
18312,Ваши ожидания от предстощего мероприятия одним словом,27498.0,туса,1.0,,
18313,Ваши ожидания от предстощего мероприятия одним словом,27498.0,тусич,1.0,,
18314,Ваши ожидания от предстощего мероприятия одним словом,27498.0,удивить лае,1.0,,
18315,Ваши ожидания от предстощего мероприятия одним словом,27498.0,уверенность в будущем,1.0,,
18316,Ваши ожидания от предстощего мероприятия одним словом,27498.0,удивление,1.0,,
18317,Ваши ожидания от предстощего мероприятия одним словом,27498.0,удовольствие,3.0,,
18318,Ваши ожидания от предстощего мероприятия одним словом,27498.0,фурор,1.0,,
18319,Ваши ожидания от предстощего мероприятия одним словом,27498.0,хамам,1.0,,
18320,Ваши ожидания от предстощего мероприятия одним словом,27498.0,хорошее настроение,1.0,,
18321,Ваши ожидания от предстощего мероприятия одним словом,27498.0,хорошие эмоции,1.0,,
18322,Ваши ожидания от предстощего мероприятия одним словом,27498.0,эмоции,13.0,,
18323,Ваши ожидания от предстощего мероприятия одним словом,27498.0,эмоций,1.0,,
18324,Ваши ожидания от предстощего мероприятия одним словом,27498.0,хорошо кормят,1.0,,
18325,Ваши ожидания от предстощего мероприятия одним словом,27498.0,цель,1.0,,
18326,Ваши ожидания от предстощего мероприятия одним словом,27498.0,экспрессия,1.0,,
18327,Ваши ожидания от предстощего мероприятия одним словом,27498.0,эмоции опыт,1.0,,
18328,Ваши ожидания от предстощего мероприятия одним словом,27498.0,энергия,5.0,,
18329,Какие большие цели сейчас вдохновляют лично вас?,27499.0,worldskills,1.0,,
18330,Какие большие цели сейчас вдохновляют лично вас?,27499.0,айронстар226роатомтриатлонклаб,1.0,,
18331,Какие большие цели сейчас вдохновляют лично вас?,27499.0,активности,1.0,,
18332,Какие большие цели сейчас вдохновляют лично вас?,27499.0,амбассадоры мощщщщщь,1.0,,
18333,Какие большие цели сейчас вдохновляют лично вас?,27499.0,амбассадоры💖,1.0,,
18334,Какие большие цели сейчас вдохновляют лично вас?,27499.0,амбициозные задачи,1.0,,
18335,Какие большие цели сейчас вдохновляют лично вас?,27499.0,арктика,1.0,,
18336,Какие большие цели сейчас вдохновляют лично вас?,27499.0,атомная медицина,1.0,,
18337,Какие большие цели сейчас вдохновляют лично вас?,27499.0,атомфлот,1.0,,
18338,Какие большие цели сейчас вдохновляют лично вас?,27499.0,бабки,1.0,,
18339,Какие большие цели сейчас вдохновляют лично вас?,27499.0,деньги,18.0,,
18340,Какие большие цели сейчас вдохновляют лично вас?,27499.0,зарплата,1.0,,
18341,Какие большие цели сейчас вдохновляют лично вас?,27499.0,меня вдохновляют деньги,1.0,,
18342,Какие большие цели сейчас вдохновляют лично вас?,27499.0,много денег,1.0,,
18343,Какие большие цели сейчас вдохновляют лично вас?,27499.0,много денег 💵,1.0,,
18344,Какие большие цели сейчас вдохновляют лично вас?,27499.0,баланс,1.0,,
18345,Какие большие цели сейчас вдохновляют лично вас?,27499.0,беззаботная жизнь в будущем,1.0,,
18346,Какие большие цели сейчас вдохновляют лично вас?,27499.0,счастливое будущее,1.0,,
18347,Какие большие цели сейчас вдохновляют лично вас?,27499.0,успешное будущее,1.0,,
18348,Какие большие цели сейчас вдохновляют лично вас?,27499.0,безопасность,1.0,,
18349,Какие большие цели сейчас вдохновляют лично вас?,27499.0,бизнес,1.0,,
18350,Какие большие цели сейчас вдохновляют лично вас?,27499.0,бизнес в области энергетики,1.0,,
18351,Какие большие цели сейчас вдохновляют лично вас?,27499.0,биография первых атомщиков,1.0,,
18352,Какие большие цели сейчас вдохновляют лично вас?,27499.0,благополучие близких,1.0,,
18353,Какие большие цели сейчас вдохновляют лично вас?,27499.0,большая семья,1.0,,
18354,Какие большие цели сейчас вдохновляют лично вас?,27499.0,будущее,1.0,,
18355,Какие большие цели сейчас вдохновляют лично вас?,27499.0,будущее республики татарстан,1.0,,
18356,Какие большие цели сейчас вдохновляют лично вас?,27499.0,будущее страны,1.0,,
18357,Какие большие цели сейчас вдохновляют лично вас?,27499.0,будующее развитие,1.0,,
18358,Какие большие цели сейчас вдохновляют лично вас?,27499.0,быстрый карьерный рост,1.0,,
18359,Какие большие цели сейчас вдохновляют лично вас?,27499.0,карьера,44.0,,
18360,Какие большие цели сейчас вдохновляют лично вас?,27499.0,карьера и будущее,1.0,,
18361,Какие большие цели сейчас вдохновляют лично вас?,27499.0,карьерный рост,5.0,,
18362,Какие большие цели сейчас вдохновляют лично вас?,27499.0,повышение должности,1.0,,
18363,Какие большие цели сейчас вдохновляют лично вас?,27499.0,подходящая по душе карьера,1.0,,
18364,Какие большие цели сейчас вдохновляют лично вас?,27499.0,развитие карьеры,1.0,,
18365,Какие большие цели сейчас вдохновляют лично вас?,27499.0,быть опорой для своей семьи!,1.0,,
18366,Какие большие цели сейчас вдохновляют лично вас?,27499.0,быть счастливой,1.0,,
18367,Какие большие цели сейчас вдохновляют лично вас?,27499.0,важная и полезная работа,1.0,,
18368,Какие большие цели сейчас вдохновляют лично вас?,27499.0,вдохновлять других,1.0,,
18369,Какие большие цели сейчас вдохновляют лично вас?,27499.0,вдохновлять и зажигать людей!,1.0,,
18370,Какие большие цели сейчас вдохновляют лично вас?,27499.0,вдохновлять людей,1.0,,
18371,Какие большие цели сейчас вдохновляют лично вас?,27499.0,видение 2030,2.0,,
18372,Какие большие цели сейчас вдохновляют лично вас?,27499.0,внедрение vr,1.0,,
18373,Какие большие цели сейчас вдохновляют лично вас?,27499.0,внедрение новшеств,1.0,,
18374,Какие большие цели сейчас вдохновляют лично вас?,27499.0,возможности,1.0,,
18375,Какие большие цели сейчас вдохновляют лично вас?,27499.0,возможность,1.0,,
18376,Какие большие цели сейчас вдохновляют лично вас?,27499.0,возможность сделать мир лучше,1.0,,
18377,Какие большие цели сейчас вдохновляют лично вас?,27499.0,делать мир лучше,1.0,,
18378,Какие большие цели сейчас вдохновляют лично вас?,27499.0,восстановление промышленности,1.0,,
18379,Какие большие цели сейчас вдохновляют лично вас?,27499.0,встреча с президентом,1.0,,
18380,Какие большие цели сейчас вдохновляют лично вас?,27499.0,вызовы и трудности,1.0,,
18381,Какие большие цели сейчас вдохновляют лично вас?,27499.0,новые вызовы,1.0,,
18382,Какие большие цели сейчас вдохновляют лично вас?,27499.0,вырастить детей,1.0,,
18383,Какие большие цели сейчас вдохновляют лично вас?,27499.0,дети,1.0,,
18384,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мои дети,1.0,,
18385,Какие большие цели сейчас вдохновляют лично вас?,27499.0,прокормить сына,1.0,,
18386,Какие большие цели сейчас вдохновляют лично вас?,27499.0,высокие зарплаты,1.0,,
18387,Какие большие цели сейчас вдохновляют лично вас?,27499.0,высокий уровень жизни,1.0,,
18388,Какие большие цели сейчас вдохновляют лично вас?,27499.0,жизнь не отказывая себе,1.0,,
18389,Какие большие цели сейчас вдохновляют лично вас?,27499.0,гелик,1.0,,
18390,Какие большие цели сейчас вдохновляют лично вас?,27499.0,машины,1.0,,
18391,Какие большие цели сейчас вдохновляют лично вас?,27499.0,покупка машины,1.0,,
18392,Какие большие цели сейчас вдохновляют лично вас?,27499.0,глобализация,1.0,,
18393,Какие большие цели сейчас вдохновляют лично вас?,27499.0,глобальные,1.0,,
18394,Какие большие цели сейчас вдохновляют лично вас?,27499.0,гордиться собой,1.0,,
18395,Какие большие цели сейчас вдохновляют лично вас?,27499.0,горящие глаза,1.0,,
18396,Какие большие цели сейчас вдохновляют лично вас?,27499.0,госкорпорация,1.0,,
18397,Какие большие цели сейчас вдохновляют лично вас?,27499.0,данные,1.0,,
18398,Какие большие цели сейчас вдохновляют лично вас?,27499.0,делегировать,1.0,,
18399,Какие большие цели сейчас вдохновляют лично вас?,27499.0,добыча урана в якутии,1.0,,
18400,Какие большие цели сейчас вдохновляют лично вас?,27499.0,достигать побед,1.0,,
18401,Какие большие цели сейчас вдохновляют лично вас?,27499.0,достигнуть новых высот,1.0,,
18402,Какие большие цели сейчас вдохновляют лично вас?,27499.0,достижения,1.0,,
18403,Какие большие цели сейчас вдохновляют лично вас?,27499.0,доказать что атом это круто!,1.0,,
18404,Какие большие цели сейчас вдохновляют лично вас?,27499.0,достижение результата,1.0,,
18405,Какие большие цели сейчас вдохновляют лично вас?,27499.0,задача = результат,1.0,,
18406,Какие большие цели сейчас вдохновляют лично вас?,27499.0,достижение цур,1.0,,
18407,Какие большие цели сейчас вдохновляют лично вас?,27499.0,другие таланты,1.0,,
18408,Какие большие цели сейчас вдохновляют лично вас?,27499.0,еда,3.0,,
18409,Какие большие цели сейчас вдохновляют лично вас?,27499.0,жрать,1.0,,
18410,Какие большие цели сейчас вдохновляют лично вас?,27499.0,желание развивать технологии,1.0,,
18411,Какие большие цели сейчас вдохновляют лично вас?,27499.0,жильё,1.0,,
18412,Какие большие цели сейчас вдохновляют лично вас?,27499.0,купить квартиру,1.0,,
18413,Какие большие цели сейчас вдохновляют лично вас?,27499.0,построить дом,1.0,,
18414,Какие большие цели сейчас вдохновляют лично вас?,27499.0,жить в кайф вместе с росатомом,1.0,,
18415,Какие большие цели сейчас вдохновляют лично вас?,27499.0,жопа,1.0,,
18416,Какие большие цели сейчас вдохновляют лично вас?,27499.0,заниматься тем что я хочу,1.0,,
18417,Какие большие цели сейчас вдохновляют лично вас?,27499.0,кайфовая работа,1.0,,
18418,Какие большие цели сейчас вдохновляют лично вас?,27499.0,здоровый образ жизни,1.0,,
18419,Какие большие цели сейчас вдохновляют лично вас?,27499.0,знакомства,6.0,,
18420,Какие большие цели сейчас вдохновляют лично вас?,27499.0,знакомство с 100 новыми людьми,1.0,,
18421,Какие большие цели сейчас вдохновляют лично вас?,27499.0,новые знакомства,1.0,,
18422,Какие большие цели сейчас вдохновляют лично вас?,27499.0,знания,3.0,,
18423,Какие большие цели сейчас вдохновляют лично вас?,27499.0,новые знания,4.0,,
18424,Какие большие цели сейчас вдохновляют лично вас?,27499.0,образование,1.0,,
18425,Какие большие цели сейчас вдохновляют лично вас?,27499.0,знания и любовь к новому,1.0,,
18426,Какие большие цели сейчас вдохновляют лично вас?,27499.0,значимость,1.0,,
18427,Какие большие цели сейчас вдохновляют лично вас?,27499.0,изменения,1.0,,
18428,Какие большие цели сейчас вдохновляют лично вас?,27499.0,импортозамещение,1.0,,
18429,Какие большие цели сейчас вдохновляют лично вас?,27499.0,импортозамещение в по,1.0,,
18430,Какие большие цели сейчас вдохновляют лично вас?,27499.0,интересные,1.0,,
18431,Какие большие цели сейчас вдохновляют лично вас?,27499.0,интересные задачи,2.0,,
18432,Какие большие цели сейчас вдохновляют лично вас?,27499.0,ипотека,3.0,,
18433,Какие большие цели сейчас вдохновляют лично вас?,27499.0,искупаться в море,1.0,,
18434,Какие большие цели сейчас вдохновляют лично вас?,27499.0,море,2.0,,
18435,Какие большие цели сейчас вдохновляют лично вас?,27499.0,искусственный интеллект,1.0,,
18436,Какие большие цели сейчас вдохновляют лично вас?,27499.0,искусство,1.0,,
18437,Какие большие цели сейчас вдохновляют лично вас?,27499.0,поездка в города,1.0,,
18438,Какие большие цели сейчас вдохновляют лично вас?,27499.0,посетить все атомные города,1.0,,
18439,Какие большие цели сейчас вдохновляют лично вас?,27499.0,карьера в росатоме,1.0,,
18440,Какие большие цели сейчас вдохновляют лично вас?,27499.0,карьера и достижения,1.0,,
18441,Какие большие цели сейчас вдохновляют лично вас?,27499.0,кипящие реакторы,1.0,,
18442,Какие большие цели сейчас вдохновляют лично вас?,27499.0,командообразование,1.0,,
18443,Какие большие цели сейчас вдохновляют лично вас?,27499.0,космос,1.0,,
18444,Какие большие цели сейчас вдохновляют лично вас?,27499.0,красота,1.0,,
18445,Какие большие цели сейчас вдохновляют лично вас?,27499.0,кругозор,1.0,,
18446,Какие большие цели сейчас вдохновляют лично вас?,27499.0,крутые проекты,1.0,,
18447,Какие большие цели сейчас вдохновляют лично вас?,27499.0,лазеры,1.0,,
18448,Какие большие цели сейчас вдохновляют лично вас?,27499.0,лидерство,1.0,,
18449,Какие большие цели сейчас вдохновляют лично вас?,27499.0,личное развитие,1.0,,
18450,Какие большие цели сейчас вдохновляют лично вас?,27499.0,личностное развитие,1.0,,
18451,Какие большие цели сейчас вдохновляют лично вас?,27499.0,личностный рост,2.0,,
18452,Какие большие цели сейчас вдохновляют лично вас?,27499.0,личный рост,1.0,,
18453,Какие большие цели сейчас вдохновляют лично вас?,27499.0,любовь,2.0,,
18454,Какие большие цели сейчас вдохновляют лично вас?,27499.0,любоооооооооооооовь,1.0,,
18455,Какие большие цели сейчас вдохновляют лично вас?,27499.0,люди,8.0,,
18456,Какие большие цели сейчас вдохновляют лично вас?,27499.0,меня вдохновляют люди,1.0,,
18457,Какие большие цели сейчас вдохновляют лично вас?,27499.0,люди и города,1.0,,
18458,Какие большие цели сейчас вдохновляют лично вас?,27499.0,люди кто верят в россию,1.0,,
18459,Какие большие цели сейчас вдохновляют лично вас?,27499.0,масштабная наука,1.0,,
18460,Какие большие цели сейчас вдохновляют лично вас?,27499.0,наука,5.0,,
18461,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мат обеспечение в в росатоме,1.0,,
18462,Какие большие цели сейчас вдохновляют лично вас?,27499.0,международ. представит. росато,1.0,,
18463,Какие большие цели сейчас вдохновляют лично вас?,27499.0,меня вдохновляет сам путь,1.0,,
18464,Какие большие цели сейчас вдохновляют лично вас?,27499.0,менять людей к лучшему,1.0,,
18465,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мечта,1.0,,
18466,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мой коллектив,1.0,,
18467,Какие большие цели сейчас вдохновляют лично вас?,27499.0,моя команда,1.0,,
18468,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мой проект,1.0,,
18469,Какие большие цели сейчас вдохновляют лично вас?,27499.0,молодежь,1.0,,
18470,Какие большие цели сейчас вдохновляют лично вас?,27499.0,молодёжь,1.0,,
18471,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мотивация,1.0,,
18472,Какие большие цели сейчас вдохновляют лично вас?,27499.0,моя работа,1.0,,
18473,Какие большие цели сейчас вдохновляют лично вас?,27499.0,муж,1.0,,
18474,Какие большие цели сейчас вдохновляют лично вас?,27499.0,мысли меняющие мир,1.0,,
18475,Какие большие цели сейчас вдохновляют лично вас?,27499.0,навыки,1.0,,
18476,Какие большие цели сейчас вдохновляют лично вас?,27499.0,освоение новых навыков,1.0,,
18477,Какие большие цели сейчас вдохновляют лично вас?,27499.0,найти себя,1.0,,
18478,Какие большие цели сейчас вдохновляют лично вас?,27499.0,налаживание связей,1.0,,
18479,Какие большие цели сейчас вдохновляют лично вас?,27499.0,научные достижения,1.0,,
18480,Какие большие цели сейчас вдохновляют лично вас?,27499.0,нейросети для науки,1.0,,
